시도교육청코드,시도교육청명,표준학교코드,학교명,영문학교명,학교종류명,소재지도로명주소,학교상태명,설립일자
B10,서울특별시교육청,7010260,홍익대학교사범대학부속고등학교,Hongik University High School,고등학교,서울특별시 성북구 성북로 31 (성북동),설립,19671229
B10,서울특별시교육청,7010261,홍익대학교사범대학부속여자고등학교,Hongik University Girls High School,고등학교,서울특별시 마포구 성미산로 11 (성산동),설립,19671229
B10,서울특별시교육청,7010262,화곡고등학교,Hwagok High School,고등학교,서울특별시 강서구 화곡로 149 (화곡동),설립,19730629
B10,서울특별시교육청,7010263,환일고등학교,Hwanil High School,고등학교,서울특별시 마포구 숭문길 24 (대흥동),설립,19470826
B10,서울특별시교육청,7010264,휘경여자고등학교,Hwikyung Girls High School,고등학교,서울특별시 동대문구 망우로 107 (휘경동),설립,19740105
B10,서울특별시교육청,7010265,휘문고등학교,Whimoon High School,고등학교,서울특별시 강남구 역삼로 541 (대치동),설립,19060501
B10,서울특별시교육청,7010266,효문고등학교,Hyomun High School,고등학교,서울특별시 도봉구 시루봉로 87 (쌍문동),설립,20060302
B10,서울특별시교육청,7010267,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010268,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010269,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010270,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010271,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010272,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010273,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010274,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010275,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010276,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010277,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010278,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010279,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010280,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010281,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010282,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010283,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010284,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010285,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010286,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010287,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010288,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010289,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010290,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010291,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010292,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010293,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010294,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010295,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010296,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010297,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010298,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010299,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010300,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010301,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010302,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010303,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010304,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010305,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010306,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010307,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010308,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010309,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010310,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010311,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010312,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010313,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010314,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010315,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010316,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010317,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010318,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010319,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010320,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010321,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010322,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010323,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010324,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010325,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010326,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010327,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010328,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010329,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010330,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010331,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010332,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010333,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010334,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010335,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010336,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010337,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010338,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010339,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010340,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010341,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010342,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010343,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010344,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010345,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010346,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010347,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010348,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010349,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010350,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010351,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010352,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010353,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010354,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010355,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010356,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010357,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010358,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010359,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010360,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010361,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010362,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010363,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010364,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010365,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010366,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010367,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010368,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010369,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010370,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010371,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010372,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010373,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010374,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010375,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010376,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010377,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010378,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010379,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010380,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010381,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010382,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010383,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010384,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010385,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010386,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010387,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010388,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010389,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010390,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010391,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010392,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010393,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010394,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010395,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010396,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010397,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010398,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010399,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010400,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010401,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010402,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010403,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010404,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010405,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010406,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010407,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010408,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010409,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010410,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010411,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010412,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010413,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010414,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010415,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010416,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010417,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010418,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010419,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010420,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010421,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010422,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010423,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010424,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010425,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010426,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010427,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010428,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010429,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010430,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010431,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010432,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010433,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010434,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010435,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010436,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010437,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010438,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010439,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010440,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010441,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010442,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010443,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010444,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010445,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010446,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010447,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010448,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010449,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010450,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010451,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010452,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010453,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010454,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010455,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010456,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010457,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010458,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010459,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010460,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010461,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010462,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010463,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
B10,서울특별시교육청,7010464,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 효창원로 113 (효창동),설립,19850718
B10,서울특별시교육청,7010465,효창공원앞역,Hyochang Park Station,지하철역,서울특별시 용산구 백범로 283 (효창동),설립,20160430
